people_eating_indian_food_Image_15.jpg,कोई हाथ से सब्ज़ी चावल खा रहा है , ,hi
people_eating_indian_food_Image_14.jpg,महिला ज़मीन पर बैठ कर टोकरी में पड़े काजू का छिलका उतर रही है, ,hi
people_eating_indian_food_Image_16.jpg,एक आदमी चश्मा पहने ठेले से आम ख़रीद रहा है आर पीछे कुछ लोग खड़े हैं , ,hi
people_eating_indian_food_Image_13.jpg,स्कूल की ड्रेस पहने विद्यार्थी ज़मीन पर बैठ कर खाना खा रहे हैं ऐंवम कोई ग्लास में पानी दल रहा है , ,hi
people_eating_indian_food_Image_12.png,एक व्यक्ति ठेले पर चाट  बना रहा है आर उसके साथ एक दूसरा आदमी खड़ा है और पीछे एक व्यक्ति अपने गोलगप्पे के ठेले के पीछे खड़ा है , ,hi
people_eating_indian_food_Image_8.jpg,एक बची मुस्कुराते हुए थाली से खाना खा रही है आर पीछे एक आर बची और आदमी बर्तन से खाना खा रहे हैं , ,hi
people_eating_indian_food_Image_9.jpg,एक महिला नदी तट पर फूल बेच रही है , ,hi
people_eating_indian_food_Image_2.jpg,गुरुद्वारे में लंगर बट रहा है आर लोग ज़मीन पर बैठ कर खा रहे हैं , ,hi
people_eating_indian_food_Image_3.jpg,टेबल पर बैठ कर दो महिलाएँ आर एक पुरुष केले के पत्ते में परोस हुआ खाना खा रहे हैं , ,hi
people_eating_indian_food_Image_1.jpg,लोग केले के पत्ते में परोस हुआ खाना खा रहे हैं , ,hi
people_eating_indian_food_Image_4.jpg,गोलगपे वाला लोगों को गोलगप्पे खिला रहा है , ,hi
people_eating_indian_food_Image_5.jpg,दो महिलायें प्लेट से खाना खा रही है, ,hi
people_eating_indian_food_Image_11.jpeg,एक बचा हाथ से प्लेट में रखा खाना खा रहा है और पास में पानी का ग्लास रखा है।, ,hi
people_indian_culture_Image_17.jpg,एक पुरुष महिला की माँग में सिंदूर भर रहा है।, ,hi
people_indian_culture_Image_13.jpg,बड़ी नथनी पहन चार महिलाएँ इस ओर देख रही हैं।, ,hi
people_indian_culture_Image_10.jpg,महिलायें नमस्ते कर रही हैं और साथ में एक पुरुष खड़ा है।, ,hi
people_indian_culture_Image_3.jpg,एक महिला सर पर रखकर झाड़ू की गठरी ले जा रही है।, ,hi
people_indian_culture_Image_5.jpg,तीन महिलायें रेल गाड़ी की पटरी पर बैठी हैं।, ,hi
people_indian_culture_Image_7.jpg,गणेश भगवान की मूर्ति के सामने फल रखे हैं और लोग उसके पास खड़े हैं।, ,hi
people_indian_culture_Image_20.jpg,भारतीय आदिवासी त्योहार मनाते लोग, ,hi
people_indian_culture_Image_18.png,राजस्थानी नाच गाना करते हुए लोग।, ,hi
people_doing_indian_puja_Image_14.jpg,एक महिला झोपरी के बाहर पूजा की तय्यारी कर रही है आर पीछे लोग खड़े हैं।, ,hi
people_doing_indian_puja_Image_8.jpg,पानी में खड़े होकर लोग छट पूजा कर रहे हैं।, ,hi
people_doing_indian_puja_Image_3.jpg,भक्त भगवान की मूर्ति को नमन कर रहे हैं।, ,hi
people_doing_indian_puja_Image_16.gif,महिलायें लाल आर सफ़ेद सारी पहने हुए दुर्गा माँ की मूर्ति के सामने सेल्फ़ी ले रही हैं।, ,hi
people_doing_indian_puja_Image_1.jpg,पूजा के दौरान प्रार्थना करते युगल।, ,hi
people_doing_indian_puja_Image_4.jpg,महिला गणेश भगवान की मूर्ति की आरती उतार रही है। , ,hi
people_doing_indian_puja_Image_6.jpg,गुड़ी पड़वा का त्योहार मनाते एक युगल., ,hi
people_doing_indian_puja_Image_19.jpg,"एक महिला आर पुरुष आँखे बन्द कर, हाथ जोड़कर पूजा कर रहे हैं।", ,hi
people_doing_indian_puja_Image_18.jpg,दुर्गा पूजा के अवसर पर एक-दूसरे को सिंदूर लगाती महिलाएं, ,hi
people_celebrating_holi_Image_11.jpg,बचे होली खेल रहे हैं।, ,hi
people_celebrating_holi_Image_5.jpg,महिलायें एक दूसरे के चेहरे पर रंग लगा रही हैं। , ,hi
people_celebrating_holi_Image_6.jpg,महिला के चेहरे पर रंग लगे हुए हैं। , ,hi
people_celebrating_holi_Image_20.jpg,लोग रंगों से होली खेल रहे हैं।, ,hi
people_celebrating_holi_Image_19.jpg,लोग हवा में रंग उड़ा रहे हैं।, ,hi
people_celebrating_holi_Image_18.jpg,लोग फूलों के पंखरियों से होली खेल रहे हैं।, ,hi
family_celebrating_diwali_Image_15.jpg,परम्परागत वस्त्र पहने नृत्य करते लोग।, ,hi
family_celebrating_diwali_Image_10.jpg,महिलायें रंगोली के चारों ओर दिए लेकर बैठी हैं।, ,hi
family_celebrating_diwali_Image_11.jpg,तीन बच्चियाँ फूलों से भरी थाली लेकर लक्ष्मी माता के चित्र के सामने खड़ी हैं ।, ,hi
family_celebrating_diwali_Image_9.jpg,बच्चे परम्परागत वस्त्र पहने हुए नमस्ते कर रहे हैं आर पीछे गणेश लक्ष्मी का चित्र लगा हुआ है।, ,hi
family_celebrating_diwali_Image_2.jpg,एक परिवार साथ में फुझड़ि जला रहा है।, ,hi
family_celebrating_diwali_Image_1.png,एक परिवार फुलजादियाँ जला रहा है।, ,hi
family_celebrating_diwali_Image_4.jpg,एक महिला अपने बचों के साथ दिए जला रही है, ,hi
family_celebrating_diwali_Image_7.jpg,एक परिवार फूलों आर दियों से रंगोली बना रहा है , ,hi
family_celebrating_diwali_Image_18.jpg,परिवार रंगोली के सामने बैठे हुए , ,hi
bollywoood_Image_15.jpg,बॉलीवुड फ़िल्म एर्लिफ़्ट का पोस्टर।, ,hi
bollywoood_Image_29.jpg,बॉलीवुड फ़िल्म चक दे! इंडिया का पोस्टर।, ,hi
bollywoood_Image_13.jpg,कार में सेल्फी लेती युवती।, ,hi
bollywoood_Image_11.jpg,एक आदमी आईने में घूर रहा है।, ,hi
bollywoood_Image_26.jpg,बंदूक पकड़े लड़की।, ,hi
bollywoood_Image_25.jpg,दो दोस्त चाय का आनंद ले रहे हैं।, ,hi
people_around_indian_monuments_Image_15.jpg,पर्यटक ताजमहल के आसपास चहलक़दमी कर रहे हैं।, ,hi
people_around_indian_monuments_Image_16.jpg,ताजमहल के बाहर भीड़ है ।, ,hi
people_around_indian_monuments_Image_10.jpg,बंजारा पोशाक पहने एक महिला सीढ़ियों पर बैठी है।, ,hi
people_around_indian_monuments_Image_5.jpg,लोग इंडिया गेट के सामने चहलक़दमी कर रहे हैं।, ,hi
people_around_indian_monuments_Image_6.jpg,मंदिर का द्वार सजा हुआ है और  एक व्यक्ति अंडर जा रहा है।, ,hi
people_around_indian_monuments_Image_20.jpg,कुछ लोग मंदिर की सीडे से उतर रहे हैं आर कुछ लोग बैठे हुए हैं। , ,hi
people_around_indian_monuments_Image_18.jpg,गेट्वे ओफ़ इंडिया के सामने कबूतर उड़ रहे हैं।, ,hi
bharatnatyam_Image_9.jpg,भरतनाट्यम के लिए तय्यार हुई महिलायें। , ,hi
bharatnatyam_Image_1.jpg,एक महिला रेगिस्तान में भरतनाट्यम नृत्य कर रही है।, ,hi
indian_sports_Image_15.jpg,खिलाड़ियों की एक टीम टीम के साथी का उत्साहवर्धन करती है।, ,hi
indian_sports_Image_14.jpg,विश्व कप जीतने वाली भारतीय क्रिकेट टीम की एक तस्वीर।, ,hi
indian_sports_Image_16.jpg,बल्लेबाजी का अभ्यास करते टीम के खिलाड़ी।, ,hi
indian_sports_Image_17.jpg,कबड्डी खेल रहे खिलाड़ी, ,hi
indian_sports_Image_12.jpg,ओलंपिक में विजेता पोडियम पर खिलाड़ी, ,hi
indian_sports_Image_2.jpg,खिलाड़ी कब्बड्डी खेल रहे हैं।, ,hi
indian_sports_Image_3.jpg,क्रिकेट शॉट खेलती महिला।, ,hi
indian_sports_Image_8.jpeg,मैदान में फुटबॉल खेलते बच्चे।, ,hi
indian_sports_Image_18.jpg,एक बल्लेबाज शॉट खेल रही है और कीपर गेंद को पकड़ने की कोशिश कर रही है।, ,hi
indian_music_Image_17.jpg,एक पुरुष तबला बजा रहा है आर महिला नृत्य कर रही है।, ,hi
indian_music_Image_10.jpg,गायक गाना गा रहा है आर गिटारिस्ट गिटार बजा रहा है।, ,hi
indian_farmers_and_crops_Image_12.jpg,दो किसान खेत जोत रहे हैं।, ,hi
indian_farmers_and_crops_Image_38.jpg,किसान गन्ने की फसल काट रहे हैं।, ,hi
indian_farmers_and_crops_Image_10.jpg,महिलायें फसल काट रही हैं।, ,hi
indian_farmers_and_crops_Image_11.jpg,किसान पौधारोपण कर रहे हैं।, ,hi
indian_farmers_and_crops_Image_9.jpg,एक महिला पौधों की कटायी कर रही है आर दूसरी हाथ में पत्तों से भरा बर्तन लिए खड़ी है।, ,hi
indian_farmers_and_crops_Image_7.jpg,किसान बैलों की मदद से खेत जोत रहा है।, ,hi
indian_farmers_and_crops_Image_6.jpg,तीन किसान पौधों के पास बैठे हैं।, ,hi
indian_farmers_and_crops_Image_23.jpg,एक महिला खेत में कटी हुई फसल लेकर खड़ी है।, ,hi
indian_farmers_and_crops_Image_36.jpg,सांडों के सहारे खेत की जुताई कर रहा किसान।, ,hi
indian_farmers_and_crops_Image_32.jpg,महिलायें टोकरी में मिर्चें ले जा रही हैं।, ,hi
indian_farmers_and_crops_Image_27.jpg,एक पुरुष आर महिला खेत में चल रहे हैं।, ,hi
indian_farmers_and_crops_Image_31.jpg,एक किसान बैलों के सहारे खेत जोट रहा है आर दूसरा फावड़ा चला रहा है।, ,hi
indian_farmers_and_crops_Image_25.jpg,महिलायें टोकरी में बैंगन ले जा रही हैं।, ,hi
chai_Image_15.jpg,एक कप में चाई डाली जा रही है।, ,hi
chai_Image_3.jpg,"दो कप चाई , दो चम्मच आर अदरक रखे हुए हैं।", ,hi
chai_Image_18.jpg,एक ग्लास में चाई आर साथ में खड़े मसाले रखे हैं।, ,hi
